,transaction_id,date,product_category,product_name,units_sold,unit_price,total_revenue,region,payment_method
2277,22278,2022-01-19,Sports,YETI Tundra 45 Cooler,1,299.99,299.99,Europe,Google Pay
2278,22279,2022-01-19,Sports,YETI Tundra 45 Cooler,1,299.99,299.99,North America,Credit Card
2279,22280,2022-01-19,Sports,Fitbit Charge 5,4,129.99,519.96,Europe,Google Pay
2280,22281,2022-01-19,Sports,Fitbit Charge 5,3,129.99,389.97,North America,Credit Card
2281,22282,2022-01-19,Sports,Fitbit Charge 5,2,129.99,259.98,North America,Credit Card
2282,22283,2022-01-20,Beauty Products,Neutrogena Skincare Set,2,89.99,179.98,South America,Debit Card
2283,22284,2022-01-20,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,Asia,PayPal
2284,22285,2022-01-20,Beauty Products,Neutrogena Skincare Set,3,89.99,269.97,Australia,Google Pay
2285,22286,2022-01-20,Beauty Products,Neutrogena Skincare Set,2,89.99,179.98,South America,PayPal
2286,22287,2022-01-20,Beauty Products,Chanel No. 5 Perfume,2,129.99,259.98,South America,Credit Card
2287,22288,2022-01-20,Beauty Products,La Mer Creme de la Mer Moisturizer,4,190.0,760.0,Asia,Debit Card
2288,22289,2022-01-20,Beauty Products,La Mer Creme de la Mer Moisturizer,4,190.0,760.0,North America,Debit Card
2289,22290,2022-01-20,Beauty Products,La Mer Creme de la Mer Moisturizer,2,190.0,380.0,South America,Apple Pay
2290,22291,2022-01-20,Beauty Products,La Mer Creme de la Mer Moisturizer,1,190.0,190.0,Australia,Debit Card
2291,22292,2022-01-20,Beauty Products,Drunk Elephant C-Firma Day Serum,4,78.0,312.0,Europe,Credit Card
2292,22293,2022-01-20,Beauty Products,Drunk Elephant C-Firma Day Serum,4,78.0,312.0,North America,Debit Card
2293,22294,2022-01-20,Beauty Products,Drunk Elephant C-Firma Day Serum,3,78.0,234.0,Asia,Credit Card
2294,22295,2022-01-20,Beauty Products,Drunk Elephant C-Firma Day Serum,3,78.0,234.0,South America,Debit Card
2295,22296,2022-01-20,Beauty Products,Charlotte Tilbury Magic Cream,3,100.0,300.0,South America,Apple Pay
2296,22297,2022-01-20,Beauty Products,Tatcha The Water Cream,1,68.0,68.0,Europe,Credit Card
2297,22298,2022-01-20,Beauty Products,Tatcha The Water Cream,2,68.0,136.0,Asia,Google Pay
2298,22299,2022-01-20,Beauty Products,Tatcha The Water Cream,1,68.0,68.0,Australia,Debit Card
2299,22300,2022-01-20,Beauty Products,Sunday Riley Good Genes,2,105.0,210.0,North America,Google Pay
2300,22301,2022-01-20,Beauty Products,Sunday Riley Good Genes,2,105.0,210.0,Asia,Google Pay
2301,22302,2022-01-20,Beauty Products,Sunday Riley Good Genes,3,105.0,315.0,North America,PayPal
2302,22303,2022-01-20,Beauty Products,Sunday Riley Good Genes,4,105.0,420.0,Asia,PayPal
2303,22304,2022-01-20,Beauty Products,Estee Lauder Advanced Night Repair,1,105.0,105.0,Asia,Debit Card
2304,22305,2022-01-20,Beauty Products,Estee Lauder Advanced Night Repair,1,105.0,105.0,Asia,PayPal
2305,22306,2022-01-20,Beauty Products,Estee Lauder Advanced Night Repair,1,105.0,105.0,South America,Apple Pay
2306,22307,2022-01-20,Books,Atomic Habits by James Clear,2,16.99,33.98,South America,Google Pay
2307,22308,2022-01-20,Books,Atomic Habits by James Clear,2,16.99,33.98,North America,Credit Card
2308,22309,2022-01-20,Books,Atomic Habits by James Clear,1,16.99,16.99,Europe,PayPal
2309,22310,2022-01-20,Books,Atomic Habits by James Clear,4,16.99,67.96,Europe,PayPal
2310,22311,2022-01-20,Books,The Da Vinci Code,1,15.99,15.99,South America,Credit Card
2311,22312,2022-01-20,Books,The Da Vinci Code,2,15.99,31.98,North America,Google Pay
2312,22313,2022-01-20,Books,The Da Vinci Code,3,15.99,47.97,North America,Apple Pay
2313,22314,2022-01-20,Books,Dune by Frank Herbert,3,25.99,77.97,Asia,Apple Pay
2314,22315,2022-01-20,Books,Dune by Frank Herbert,2,25.99,51.98,Australia,Debit Card
2315,22316,2022-01-20,Books,Dune by Frank Herbert,1,25.99,25.99,North America,Credit Card
2316,22317,2022-01-20,Books,Sapiens A Brief History of Humankind,2,18.99,37.98,Europe,Debit Card
2317,22318,2022-01-20,Books,Sapiens A Brief History of Humankind,1,18.99,18.99,Australia,Debit Card
2318,22319,2022-01-20,Books,Harry Potter and the Sorcerers Stone,1,24.99,24.99,North America,Apple Pay
2319,22320,2022-01-20,Books,Harry Potter and the Sorcerers Stone,1,24.99,24.99,South America,Google Pay
2320,22321,2022-01-20,Books,Harry Potter and the Sorcerers Stone,1,24.99,24.99,North America,Credit Card
2321,22322,2022-01-20,Books,Harry Potter and the Sorcerers Stone,4,24.99,99.96,Europe,PayPal
2322,22323,2022-01-20,Books,The Alchemist by Paulo Coelho,1,14.99,14.99,South America,Credit Card
2323,22324,2022-01-20,Books,The Alchemist by Paulo Coelho,1,14.99,14.99,South America,Debit Card
2324,22325,2022-01-20,Books,The Alchemist by Paulo Coelho,3,14.99,44.97,South America,PayPal
2325,22326,2022-01-20,Books,The Alchemist by Paulo Coelho,1,14.99,14.99,Europe,Google Pay
2326,22327,2022-01-20,Books,Where the Crawdads Sing by Delia Owens,4,18.99,75.96,North America,Debit Card
2327,22328,2022-01-20,Books,Where the Crawdads Sing by Delia Owens,3,18.99,56.97,North America,PayPal
2328,22329,2022-01-20,Books,Where the Crawdads Sing by Delia Owens,3,18.99,56.97,North America,Google Pay
2329,22330,2022-01-20,Books,1984 by George Orwell,4,19.99,79.96,Australia,Credit Card
2330,22331,2022-01-20,Clothing,Levis 501 Jeans,1,69.99,69.99,Europe,PayPal
2331,22332,2022-01-20,Clothing,Nike Air Force 1,1,89.99,89.99,South America,PayPal
2332,22333,2022-01-20,Clothing,Nike Air Force 1,1,89.99,89.99,Europe,PayPal
2333,22334,2022-01-20,Clothing,Nike Air Force 1,3,89.99,269.97,South America,Credit Card
2334,22335,2022-01-20,Clothing,North Face Down Jacket,2,249.99,499.98,North America,Debit Card
2335,22336,2022-01-20,Clothing,North Face Down Jacket,3,249.99,749.97,North America,Credit Card
2336,22337,2022-01-20,Clothing,Lululemon Align Leggings,3,98.0,294.0,South America,Debit Card
2337,22338,2022-01-20,Clothing,Patagonia Better Sweater,4,139.99,559.96,Asia,Apple Pay
2338,22339,2022-01-20,Clothing,Adidas Ultraboost Running Shoes,2,179.99,359.98,North America,Apple Pay
2339,22340,2022-01-20,Clothing,Ray-Ban Aviator Sunglasses,4,154.99,619.96,North America,Apple Pay
2340,22341,2022-01-20,Clothing,Uniqlo Ultra Light Down Jacket,3,79.99,239.97,Asia,Google Pay
2341,22342,2022-01-20,Electronics,iPhone 14 Pro,1,999.99,999.99,Asia,PayPal
2342,22343,2022-01-20,Electronics,iPhone 14 Pro,1,999.99,999.99,North America,PayPal
2343,22344,2022-01-20,Electronics,iPhone 14 Pro,2,999.99,1999.98,Asia,Credit Card
2344,22345,2022-01-20,Electronics,MacBook Pro 16-inch,1,2499.99,2499.99,Asia,Credit Card
2345,22346,2022-01-20,Electronics,MacBook Pro 16-inch,1,2499.99,2499.99,Europe,Debit Card
2346,22347,2022-01-20,Electronics,Samsung Galaxy Tab S8,4,749.99,2999.96,Asia,Google Pay
2347,22348,2022-01-20,Electronics,Sony WH-1000XM4 Headphones,4,349.99,1399.96,North America,PayPal
2348,22349,2022-01-20,Electronics,Sony WH-1000XM4 Headphones,2,349.99,699.98,South America,PayPal
2349,22350,2022-01-20,Electronics,Sony WH-1000XM4 Headphones,2,349.99,699.98,Europe,Credit Card
2350,22351,2022-01-20,Electronics,Sony WH-1000XM4 Headphones,3,349.99,1049.97,North America,Apple Pay
2351,22352,2022-01-20,Electronics,Apple AirPods Pro,4,249.99,999.96,Asia,Apple Pay
2352,22353,2022-01-20,Electronics,Nintendo Switch,1,299.99,299.99,Australia,PayPal
2353,22354,2022-01-20,Electronics,Nintendo Switch,1,299.99,299.99,Australia,PayPal
2354,22355,2022-01-20,Electronics,Sony PlayStation 5,4,499.99,1999.96,Asia,Debit Card
2355,22356,2022-01-20,Electronics,Sony PlayStation 5,2,499.99,999.98,Asia,Apple Pay
2356,22357,2022-01-20,Electronics,Sony PlayStation 5,1,499.99,499.99,North America,Credit Card
2357,22358,2022-01-20,Electronics,Sony PlayStation 5,1,499.99,499.99,North America,Debit Card
2358,22359,2022-01-20,Electronics,Apple Watch Series 8,1,399.99,399.99,Australia,PayPal
2359,22360,2022-01-20,Home Appliances,Dyson V11 Vacuum,4,499.99,1999.96,North America,Debit Card
2360,22361,2022-01-20,Home Appliances,Dyson V11 Vacuum,1,499.99,499.99,South America,Credit Card
2361,22362,2022-01-20,Home Appliances,Instant Pot Duo,2,89.99,179.98,Asia,PayPal
2362,22363,2022-01-20,Home Appliances,Instant Pot Duo,1,89.99,89.99,Australia,Google Pay
2363,22364,2022-01-20,Home Appliances,KitchenAid Stand Mixer,4,379.99,1519.96,Europe,Google Pay
2364,22365,2022-01-20,Home Appliances,KitchenAid Stand Mixer,1,379.99,379.99,Australia,PayPal
2365,22366,2022-01-20,Home Appliances,Roomba i7+,1,799.99,799.99,South America,Google Pay
2366,22367,2022-01-20,Home Appliances,Roomba i7+,2,799.99,1599.98,Australia,Debit Card
2367,22368,2022-01-20,Home Appliances,Roomba i7+,1,799.99,799.99,Australia,Apple Pay
2368,22369,2022-01-20,Home Appliances,Roomba i7+,2,799.99,1599.98,Europe,Apple Pay
2369,22370,2022-01-20,Home Appliances,Keurig K-Elite Coffee Maker,3,189.99,569.97,South America,Credit Card
2370,22371,2022-01-20,Home Appliances,Keurig K-Elite Coffee Maker,2,189.99,379.98,Europe,PayPal
2371,22372,2022-01-20,Home Appliances,Keurig K-Elite Coffee Maker,3,189.99,569.97,Asia,Apple Pay
2372,22373,2022-01-20,Home Appliances,Vitamix Explorian Blender,1,349.99,349.99,North America,Apple Pay
2373,22374,2022-01-20,Home Appliances,Vitamix Explorian Blender,2,349.99,699.98,North America,PayPal
2374,22375,2022-01-20,Home Appliances,Vitamix Explorian Blender,4,349.99,1399.96,Europe,Google Pay
2375,22376,2022-01-20,Home Appliances,Dyson Pure Cool Link,2,499.99,999.98,South America,Apple Pay
2376,22377,2022-01-20,Home Appliances,Dyson Pure Cool Link,1,499.99,499.99,Asia,Credit Card
2377,22378,2022-01-20,Home Appliances,Dyson Pure Cool Link,1,499.99,499.99,Asia,Apple Pay
2378,22379,2022-01-20,Home Appliances,Dyson Pure Cool Link,4,499.99,1999.96,Australia,Google Pay
2379,22380,2022-01-20,Home Appliances,Breville Smart Oven,2,299.99,599.98,Europe,PayPal
2380,22381,2022-01-20,Home Appliances,Breville Smart Oven,2,299.99,599.98,Europe,Credit Card
2381,22382,2022-01-20,Home Appliances,Breville Smart Oven,1,299.99,299.99,Europe,Apple Pay
2382,22383,2022-01-20,Home Appliances,Breville Smart Oven,3,299.99,899.97,Europe,Debit Card
2383,22384,2022-01-20,Sports,Wilson Evolution Basketball,1,29.99,29.99,Asia,PayPal
2384,22385,2022-01-20,Sports,Wilson Evolution Basketball,3,29.99,89.97,Asia,Google Pay
2385,22386,2022-01-20,Sports,Wilson Evolution Basketball,1,29.99,29.99,Australia,Credit Card
2386,22387,2022-01-20,Sports,Wilson Evolution Basketball,2,29.99,59.98,South America,PayPal
2387,22388,2022-01-20,Sports,Babolat Pure Drive Tennis Racket,4,199.99,799.96,Europe,Google Pay
2388,22389,2022-01-20,Sports,Babolat Pure Drive Tennis Racket,1,199.99,199.99,Asia,Debit Card
2389,22390,2022-01-20,Sports,Garmin Forerunner 945,3,599.99,1799.97,Asia,Credit Card
2390,22391,2022-01-20,Sports,Garmin Forerunner 945,3,599.99,1799.97,Asia,Apple Pay
2391,22392,2022-01-20,Sports,Garmin Forerunner 945,3,599.99,1799.97,Europe,Apple Pay
2392,22393,2022-01-20,Sports,Garmin Forerunner 945,1,599.99,599.99,North America,PayPal
2393,22394,2022-01-20,Sports,Peloton Bike,3,1895.0,5685.0,South America,PayPal
2394,22395,2022-01-20,Sports,Peloton Bike,4,1895.0,7580.0,North America,Debit Card
2395,22396,2022-01-20,Sports,Peloton Bike,4,1895.0,7580.0,Australia,Apple Pay
2396,22397,2022-01-20,Sports,Bowflex SelectTech 552 Dumbbells,2,399.99,799.98,North America,Debit Card
2397,22398,2022-01-20,Sports,Bowflex SelectTech 552 Dumbbells,4,399.99,1599.96,North America,Debit Card
2398,22399,2022-01-20,Sports,Bowflex SelectTech 552 Dumbbells,1,399.99,399.99,South America,Apple Pay
2399,22400,2022-01-20,Sports,Nike Air Zoom Pegasus 37,2,129.99,259.98,North America,Debit Card
2400,22401,2022-01-20,Sports,Nike Air Zoom Pegasus 37,1,129.99,129.99,South America,Credit Card
2401,22402,2022-01-20,Sports,YETI Tundra 45 Cooler,1,299.99,299.99,Europe,Credit Card
2402,22403,2022-01-20,Sports,YETI Tundra 45 Cooler,1,299.99,299.99,Australia,PayPal
2403,22404,2022-01-20,Sports,Fitbit Charge 5,2,129.99,259.98,South America,Debit Card
2404,22405,2022-01-20,Sports,Fitbit Charge 5,4,129.99,519.96,Europe,Credit Card
2405,22406,2022-01-21,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,North America,Apple Pay
2406,22407,2022-01-21,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,Asia,Apple Pay
2407,22408,2022-01-21,Beauty Products,Neutrogena Skincare Set,3,89.99,269.97,North America,Debit Card
2408,22409,2022-01-21,Beauty Products,Chanel No. 5 Perfume,2,129.99,259.98,Europe,Credit Card
2409,22410,2022-01-21,Beauty Products,Chanel No. 5 Perfume,1,129.99,129.99,Europe,Apple Pay
2410,22411,2022-01-21,Beauty Products,Chanel No. 5 Perfume,1,129.99,129.99,Europe,PayPal
2411,22412,2022-01-21,Beauty Products,Chanel No. 5 Perfume,1,129.99,129.99,Asia,Apple Pay
2412,22413,2022-01-21,Beauty Products,La Mer Creme de la Mer Moisturizer,4,190.0,760.0,Asia,Debit Card
2413,22414,2022-01-21,Beauty Products,La Mer Creme de la Mer Moisturizer,2,190.0,380.0,Australia,Debit Card
2414,22415,2022-01-21,Beauty Products,La Mer Creme de la Mer Moisturizer,1,190.0,190.0,Asia,PayPal
2415,22416,2022-01-21,Beauty Products,Drunk Elephant C-Firma Day Serum,4,78.0,312.0,North America,Apple Pay
2416,22417,2022-01-21,Beauty Products,Drunk Elephant C-Firma Day Serum,3,78.0,234.0,South America,Credit Card
2417,22418,2022-01-21,Beauty Products,Charlotte Tilbury Magic Cream,2,100.0,200.0,Asia,Apple Pay
2418,22419,2022-01-21,Beauty Products,Charlotte Tilbury Magic Cream,4,100.0,400.0,Europe,Google Pay
2419,22420,2022-01-21,Beauty Products,Charlotte Tilbury Magic Cream,2,100.0,200.0,Europe,Google Pay
2420,22421,2022-01-21,Beauty Products,Tatcha The Water Cream,3,68.0,204.0,Europe,PayPal
2421,22422,2022-01-21,Beauty Products,Tatcha The Water Cream,2,68.0,136.0,Europe,Google Pay
2422,22423,2022-01-21,Beauty Products,Tatcha The Water Cream,1,68.0,68.0,South America,Google Pay
2423,22424,2022-01-21,Beauty Products,Tatcha The Water Cream,3,68.0,204.0,Asia,PayPal
2424,22425,2022-01-21,Beauty Products,Sunday Riley Good Genes,2,105.0,210.0,Asia,Google Pay
2425,22426,2022-01-21,Beauty Products,Sunday Riley Good Genes,3,105.0,315.0,Australia,Debit Card
2426,22427,2022-01-21,Beauty Products,Sunday Riley Good Genes,4,105.0,420.0,Asia,PayPal
2427,22428,2022-01-21,Beauty Products,Estee Lauder Advanced Night Repair,4,105.0,420.0,North America,Debit Card
2428,22429,2022-01-21,Beauty Products,Estee Lauder Advanced Night Repair,3,105.0,315.0,North America,Google Pay
2429,22430,2022-01-21,Books,Atomic Habits by James Clear,2,16.99,33.98,Asia,Apple Pay
2430,22431,2022-01-21,Books,Atomic Habits by James Clear,3,16.99,50.97,South America,Apple Pay
2431,22432,2022-01-21,Books,The Da Vinci Code,3,15.99,47.97,Asia,Credit Card
2432,22433,2022-01-21,Books,The Da Vinci Code,1,15.99,15.99,North America,Credit Card
2433,22434,2022-01-21,Books,The Da Vinci Code,2,15.99,31.98,Asia,Debit Card
2434,22435,2022-01-21,Books,The Da Vinci Code,1,15.99,15.99,Europe,Credit Card
2435,22436,2022-01-21,Books,Dune by Frank Herbert,3,25.99,77.97,Australia,Apple Pay
2436,22437,2022-01-21,Books,Dune by Frank Herbert,3,25.99,77.97,Europe,Credit Card
2437,22438,2022-01-21,Books,Dune by Frank Herbert,1,25.99,25.99,North America,Credit Card
2438,22439,2022-01-21,Books,Dune by Frank Herbert,3,25.99,77.97,Asia,PayPal
2439,22440,2022-01-21,Books,Sapiens A Brief History of Humankind,2,18.99,37.98,North America,Apple Pay
2440,22441,2022-01-21,Books,Sapiens A Brief History of Humankind,2,18.99,37.98,North America,Apple Pay
2441,22442,2022-01-21,Books,Sapiens A Brief History of Humankind,1,18.99,18.99,North America,Debit Card
2442,22443,2022-01-21,Books,Harry Potter and the Sorcerers Stone,2,24.99,49.98,South America,PayPal
2443,22444,2022-01-21,Books,The Alchemist by Paulo Coelho,2,14.99,29.98,Asia,Debit Card
2444,22445,2022-01-21,Books,The Alchemist by Paulo Coelho,1,14.99,14.99,Asia,Apple Pay
2445,22446,2022-01-21,Books,Where the Crawdads Sing by Delia Owens,1,18.99,18.99,South America,Apple Pay
2446,22447,2022-01-21,Books,Where the Crawdads Sing by Delia Owens,1,18.99,18.99,North America,Debit Card
2447,22448,2022-01-21,Books,Where the Crawdads Sing by Delia Owens,2,18.99,37.98,North America,PayPal
2448,22449,2022-01-21,Books,1984 by George Orwell,3,19.99,59.97,Asia,Apple Pay
2449,22450,2022-01-21,Clothing,Levis 501 Jeans,2,69.99,139.98,Europe,Credit Card
2450,22451,2022-01-21,Clothing,Levis 501 Jeans,4,69.99,279.96,Europe,Apple Pay
2451,22452,2022-01-21,Clothing,Nike Air Force 1,1,89.99,89.99,Australia,Credit Card
2452,22453,2022-01-21,Clothing,North Face Down Jacket,2,249.99,499.98,Asia,Apple Pay
2453,22454,2022-01-21,Clothing,North Face Down Jacket,1,249.99,249.99,South America,PayPal
2454,22455,2022-01-21,Clothing,North Face Down Jacket,2,249.99,499.98,South America,Google Pay
2455,22456,2022-01-21,Clothing,North Face Down Jacket,3,249.99,749.97,Europe,PayPal
2456,22457,2022-01-21,Clothing,Lululemon Align Leggings,3,98.0,294.0,North America,PayPal
2457,22458,2022-01-21,Clothing,Lululemon Align Leggings,3,98.0,294.0,Asia,Apple Pay
2458,22459,2022-01-21,Clothing,Patagonia Better Sweater,4,139.99,559.96,Australia,Apple Pay
2459,22460,2022-01-21,Clothing,Patagonia Better Sweater,4,139.99,559.96,South America,Apple Pay
2460,22461,2022-01-21,Clothing,Patagonia Better Sweater,3,139.99,419.97,North America,Credit Card
2461,22462,2022-01-21,Clothing,Adidas Ultraboost Running Shoes,3,179.99,539.97,South America,Credit Card
2462,22463,2022-01-21,Clothing,Adidas Ultraboost Running Shoes,1,179.99,179.99,South America,Google Pay
2463,22464,2022-01-21,Clothing,Adidas Ultraboost Running Shoes,2,179.99,359.98,South America,Credit Card
2464,22465,2022-01-21,Clothing,Adidas Ultraboost Running Shoes,2,179.99,359.98,Australia,Credit Card
2465,22466,2022-01-21,Clothing,Ray-Ban Aviator Sunglasses,4,154.99,619.96,Asia,PayPal
2466,22467,2022-01-21,Clothing,Uniqlo Ultra Light Down Jacket,2,79.99,159.98,Australia,Google Pay
2467,22468,2022-01-21,Electronics,iPhone 14 Pro,3,999.99,2999.97,Europe,Google Pay
2468,22469,2022-01-21,Electronics,iPhone 14 Pro,4,999.99,3999.96,South America,Credit Card
2469,22470,2022-01-21,Electronics,iPhone 14 Pro,4,999.99,3999.96,Asia,Credit Card
2470,22471,2022-01-21,Electronics,MacBook Pro 16-inch,3,2499.99,7499.97,Australia,Google Pay
2471,22472,2022-01-21,Electronics,MacBook Pro 16-inch,1,2499.99,2499.99,Europe,Credit Card
2472,22473,2022-01-21,Electronics,MacBook Pro 16-inch,4,2499.99,9999.96,North America,Credit Card
2473,22474,2022-01-21,Electronics,MacBook Pro 16-inch,1,2499.99,2499.99,South America,Apple Pay
2474,22475,2022-01-21,Electronics,Samsung Galaxy Tab S8,3,749.99,2249.97,South America,Apple Pay
2475,22476,2022-01-21,Electronics,Sony WH-1000XM4 Headphones,1,349.99,349.99,Australia,Credit Card
2476,22477,2022-01-21,Electronics,Apple AirPods Pro,2,249.99,499.98,Australia,PayPal
2477,22478,2022-01-21,Electronics,Apple AirPods Pro,3,249.99,749.97,Australia,Credit Card
2478,22479,2022-01-21,Electronics,Apple AirPods Pro,1,249.99,249.99,Europe,Debit Card
2479,22480,2022-01-21,Electronics,Nintendo Switch,1,299.99,299.99,Asia,Credit Card
2480,22481,2022-01-21,Electronics,Nintendo Switch,2,299.99,599.98,North America,Credit Card
2481,22482,2022-01-21,Electronics,Sony PlayStation 5,1,499.99,499.99,South America,Debit Card
2482,22483,2022-01-21,Electronics,Sony PlayStation 5,1,499.99,499.99,Europe,Credit Card
2483,22484,2022-01-21,Electronics,Sony PlayStation 5,1,499.99,499.99,Australia,PayPal
2484,22485,2022-01-21,Electronics,Apple Watch Series 8,3,399.99,1199.97,Europe,Debit Card
2485,22486,2022-01-21,Home Appliances,Dyson V11 Vacuum,4,499.99,1999.96,Europe,Debit Card
2486,22487,2022-01-21,Home Appliances,Instant Pot Duo,3,89.99,269.97,South America,Apple Pay
2487,22488,2022-01-21,Home Appliances,Instant Pot Duo,3,89.99,269.97,Asia,Google Pay
2488,22489,2022-01-21,Home Appliances,Instant Pot Duo,4,89.99,359.96,Asia,Apple Pay
2489,22490,2022-01-21,Home Appliances,Instant Pot Duo,1,89.99,89.99,Europe,Credit Card
2490,22491,2022-01-21,Home Appliances,KitchenAid Stand Mixer,3,379.99,1139.97,Australia,Credit Card
2491,22492,2022-01-21,Home Appliances,KitchenAid Stand Mixer,1,379.99,379.99,Australia,Debit Card
2492,22493,2022-01-21,Home Appliances,Roomba i7+,2,799.99,1599.98,Europe,Google Pay
2493,22494,2022-01-21,Home Appliances,Keurig K-Elite Coffee Maker,2,189.99,379.98,Australia,Credit Card
2494,22495,2022-01-21,Home Appliances,Keurig K-Elite Coffee Maker,2,189.99,379.98,Australia,Debit Card
2495,22496,2022-01-21,Home Appliances,Keurig K-Elite Coffee Maker,3,189.99,569.97,South America,Debit Card
2496,22497,2022-01-21,Home Appliances,Keurig K-Elite Coffee Maker,3,189.99,569.97,South America,Debit Card
2497,22498,2022-01-21,Home Appliances,Vitamix Explorian Blender,3,349.99,1049.97,Asia,Credit Card
2498,22499,2022-01-21,Home Appliances,Vitamix Explorian Blender,2,349.99,699.98,South America,Google Pay
2499,22500,2022-01-21,Home Appliances,Vitamix Explorian Blender,1,349.99,349.99,Europe,Credit Card
2500,22501,2022-01-21,Home Appliances,Dyson Pure Cool Link,4,499.99,1999.96,Europe,Credit Card
2501,22502,2022-01-21,Home Appliances,Dyson Pure Cool Link,1,499.99,499.99,North America,Debit Card
2502,22503,2022-01-21,Home Appliances,Dyson Pure Cool Link,1,499.99,499.99,North America,Debit Card
2503,22504,2022-01-21,Home Appliances,Breville Smart Oven,4,299.99,1199.96,Australia,Credit Card
2504,22505,2022-01-21,Sports,Wilson Evolution Basketball,1,29.99,29.99,South America,Google Pay
2505,22506,2022-01-21,Sports,Wilson Evolution Basketball,2,29.99,59.98,South America,Apple Pay
2506,22507,2022-01-21,Sports,Wilson Evolution Basketball,2,29.99,59.98,Europe,Google Pay
2507,22508,2022-01-21,Sports,Wilson Evolution Basketball,2,29.99,59.98,Asia,Debit Card
2508,22509,2022-01-21,Sports,Babolat Pure Drive Tennis Racket,2,199.99,399.98,South America,Apple Pay
2509,22510,2022-01-21,Sports,Babolat Pure Drive Tennis Racket,4,199.99,799.96,Australia,Debit Card
2510,22511,2022-01-21,Sports,Garmin Forerunner 945,2,599.99,1199.98,South America,Apple Pay
2511,22512,2022-01-21,Sports,Garmin Forerunner 945,2,599.99,1199.98,Asia,Credit Card
2512,22513,2022-01-21,Sports,Peloton Bike,2,1895.0,3790.0,North America,Credit Card
2513,22514,2022-01-21,Sports,Peloton Bike,4,1895.0,7580.0,South America,PayPal
2514,22515,2022-01-21,Sports,Peloton Bike,2,1895.0,3790.0,Australia,Google Pay
2515,22516,2022-01-21,Sports,Peloton Bike,2,1895.0,3790.0,South America,Credit Card
2516,22517,2022-01-21,Sports,Bowflex SelectTech 552 Dumbbells,2,399.99,799.98,South America,Apple Pay
2517,22518,2022-01-21,Sports,Bowflex SelectTech 552 Dumbbells,4,399.99,1599.96,Europe,Google Pay
2518,22519,2022-01-21,Sports,Bowflex SelectTech 552 Dumbbells,4,399.99,1599.96,Asia,Credit Card
2519,22520,2022-01-21,Sports,Nike Air Zoom Pegasus 37,1,129.99,129.99,North America,Credit Card
2520,22521,2022-01-21,Sports,Nike Air Zoom Pegasus 37,1,129.99,129.99,North America,Google Pay
2521,22522,2022-01-21,Sports,Nike Air Zoom Pegasus 37,3,129.99,389.97,South America,Google Pay
2522,22523,2022-01-21,Sports,Nike Air Zoom Pegasus 37,3,129.99,389.97,South America,Google Pay
2523,22524,2022-01-21,Sports,YETI Tundra 45 Cooler,2,299.99,599.98,South America,Google Pay
2524,22525,2022-01-21,Sports,Fitbit Charge 5,1,129.99,129.99,North America,Apple Pay
2525,22526,2022-01-21,Sports,Fitbit Charge 5,1,129.99,129.99,North America,Debit Card
2526,22527,2022-01-21,Sports,Fitbit Charge 5,1,129.99,129.99,North America,Debit Card
2527,22528,2022-01-22,Beauty Products,Neutrogena Skincare Set,2,89.99,179.98,North America,PayPal
2528,22529,2022-01-22,Beauty Products,Neutrogena Skincare Set,2,89.99,179.98,Asia,Apple Pay
2529,22530,2022-01-22,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,South America,Google Pay
2530,22531,2022-01-22,Beauty Products,Neutrogena Skincare Set,2,89.99,179.98,Asia,Debit Card
2531,22532,2022-01-22,Beauty Products,Chanel No. 5 Perfume,3,129.99,389.97,South America,PayPal
2532,22533,2022-01-22,Beauty Products,Chanel No. 5 Perfume,1,129.99,129.99,Europe,Apple Pay
2533,22534,2022-01-22,Beauty Products,La Mer Creme de la Mer Moisturizer,1,190.0,190.0,North America,PayPal
2534,22535,2022-01-22,Beauty Products,Drunk Elephant C-Firma Day Serum,1,78.0,78.0,South America,Credit Card
2535,22536,2022-01-22,Beauty Products,Drunk Elephant C-Firma Day Serum,1,78.0,78.0,North America,Debit Card
2536,22537,2022-01-22,Beauty Products,Drunk Elephant C-Firma Day Serum,3,78.0,234.0,Australia,Google Pay
2537,22538,2022-01-22,Beauty Products,Charlotte Tilbury Magic Cream,1,100.0,100.0,Europe,Debit Card
2538,22539,2022-01-22,Beauty Products,Charlotte Tilbury Magic Cream,1,100.0,100.0,North America,Google Pay
2539,22540,2022-01-22,Beauty Products,Charlotte Tilbury Magic Cream,3,100.0,300.0,Asia,Google Pay
2540,22541,2022-01-22,Beauty Products,Charlotte Tilbury Magic Cream,4,100.0,400.0,Australia,Apple Pay
2541,22542,2022-01-22,Beauty Products,Tatcha The Water Cream,4,68.0,272.0,Australia,PayPal
2542,22543,2022-01-22,Beauty Products,Sunday Riley Good Genes,4,105.0,420.0,North America,Credit Card
2543,22544,2022-01-22,Beauty Products,Sunday Riley Good Genes,4,105.0,420.0,Australia,Google Pay
2544,22545,2022-01-22,Beauty Products,Sunday Riley Good Genes,2,105.0,210.0,Australia,PayPal
2545,22546,2022-01-22,Beauty Products,Estee Lauder Advanced Night Repair,2,105.0,210.0,Australia,Google Pay
